ObjectID;Product (EN);Studio;Vitrine;Position;Brand;Model/Type;Colour;Colour 2;Designer;Year;Era;Country;Technische Beschrijving;Location (studio-vitrine-product);Origin;Photo;Conditie;Opslag (asbest etc.);Drawing Topics;;
DDP-0217;Cola bottle;2;2;4;Coca Cola;London Olympic Games Limited Edition;Red;Multi;Turner Duckworth;2012;Digital Era;Netherlands;Features the iconic Coca-Cola contour shape reimagined in sleek, impact-extruded recyclable aluminium. The graphic wrapper blends the brand's classic identity with active, bold silhouettes representing different sport movements alongside official Olympic branding.;2-2-4;Unknown;Picture;Goed;;"Cylindrical Shapes; Glossy Surfaces";;
DDP-0218;Nail polish bottle;2;2;6;Estee Lauder;Pure Colour - Frozen Plum;Gold;Purple;Tom Pecheux;2012;Digital Era;France;"This signature heavy glass bottle redesign was launched in 2012 under the creative direction of Tom Pecheux. It features a custom ""sphere within a cube"" concept, anchoring a rounded glass inner chamber inside a thick, heavy clear glass cube, topped with a metallic gold cylindrical cap.";2-2-6;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Glossy Surfaces; Transparent Materials";;
DDP-0219;Cream jar;2;2;6;Plante System;Urgence Crème Très Nourrissante;White;Purple;Unknown;2010;Digital Era;France;The container utilizes a distinct, architectural structural strategy featuring a wide-rimmed conical plastic outer pot base. This design flares outward to cradle a smaller, recessed inner cylindrical core and lid, minimizing material weight while giving the product a premium, floating vanity shelf presence.;2-2-6;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces; Transparent Materials";;
DDP-0220;Perfume bottle;2;2;6;Hugo Boss;Baldessarini EdC;Silver;;Werner Baldessarini;2002;Digital Era;Germany;A heavy, refillable geometric glass bottle with clean vertical lines and a metallic closure;2-2-6;Unknown;Picture;Goed;;"Cylindrical Shapes; Transparent Materials; Chrome";;
DDP-0221;Perfume bottle;2;2;6;Krizia;Teatro alla Scala;Brown;;Pierre Dinand;1985;Late Modern;Italy;The silhouette mirrors the layout of a grand theatre stage, featuring a deep tortoiseshell/amber base frame that cradles a semi-circular clear glass vessel. It is topped with a matching fan-shaped cap. Renowned bottle designer Pierre Dinand crafted the iconic shape based on the architecture of Milan's famous Teatro alla Scala opera house.;2-2-6;Unknown;Picture;Redelijk;;"Block Shapes; Cylindrical Shapes; Glossy Surfaces; Transparent Materials";;
DDP-0222;Perfume bottle;2;2;6;Kiton;Men EdT;Silver;Orange;Unknown;1996;Postmodern;Italy;An ergonomic, clear glass bottle featuring flat front and back faces, soft bowed vertical sides, a debossed oval central grip zone, and a polished metallic atomiser cap.;2-2-6;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Chrome; Transparent Materials";;
DDP-0223;Perfume bottle;2;2;6;Chanel;Antaeus pour Homme EdT;Black;White;Unknown;1981;Late Modern;France;An opaque, black bottle. It features minimalist white typography in the classic Chanel brand style. The design conveys mythical strength and sophisticated luxury.;2-2-6;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Glossy Surfaces";;
DDP-0224;Perfume bottle;2;2;6;Mexx;Mexx Men ;Blue;Silver;Unknown;2000;Digital Era;Netherlands;"The structural design focuses on youth-focused metropolitan aesthetics. It features a frosted texture, debossed interlocking ""XX"" typography (the brand's signature ""kiss kiss"" logo abbreviation), a blue spray nozzle head, and an attached protective industrial metal locking clip.";2-2-6;Unknown;Picture;Goed;;"Cylindrical Shapes; Matt Surfaces; Chrome; Transparent Materials";;
DDP-0225;Aftershave bottle;2;2;6;Nivea;Sensitive Aftershave Balm;White;Blue;Unknown;2010;Digital Era;Germany;Heavy white glass bottle, ergonomic grip, and a wide-mouthed screw cap.;2-2-6;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Matt Surfaces; Glossy Surfaces";;
DDP-0226;Jerry can;2;2;7;Unknown;Standard UN Approved Stackable Jerrycan;Crème;Black;Unknown;1980;Late Modern;Belgium;This canister is a masterclass in form-follows-function industrial design, engineered entirely for volumetric efficiency and safety. Its boxy bounding frame maximizes pallet space, while the recessed top profile creates a lock-and-key nesting system for stable, vertical stacking. The off-centre spout creates an internal air pocket to prevent liquid glugging during pouring, and the smooth, compound corner radii distribute internal fluid pressure evenly to prevent the plastic from splitting under impact.;2-2-7;Unknown;Picture;Redelijk;;"Block Shapes; Cylindrical Shapes; Multiple Rounding; Matt Surfaces";;
DDP-0227;Watering can;2;2;8;Underwood;Traditional galvanized steel (zinc) Watering Can;Silver;Grey;Unknown;2000;Digital Era;Netherlands;Features a hot-dip galvanized coating over sheet metal for rust prevention. It utilizes a dual-handle configuration where the single large arched tubular overhead handle bridges down to the rear, allowing the user's hand to slide smoothly along the grip to shift the center of gravity while tilting and pouring.;2-2-8;Unknown;Picture;Goed;;"Cylindrical Shapes; Matt Surfaces";;
DDP-0228;Watering can;2;2;8;Curver;Measurement Watering Can;Green;;Unknown;1980;Late Modern;Netherlands;This classic utilitarian design breaks away from the traditionally rounded cylindrical body of standard watering cans. It introduces a block-like, space-saving format with molded measuring indicators built directly into the flat plastic face.;2-2-8;Unknown;Picture;Goed;;"Cylindrical Shapes; Matt Surfaces";;
DDP-0229;Shower gel bottle;2;3;1;Marbert;Bath & Shower Gel;Purple;White;Unknown;1985;Late Modern;Germany;This bottle features an octagonal, geometric plastic silhouette with flat panels, sharp angles, and a distinct white flip-top cap, using the brand's iconic retro neon turquoise and magenta diagonal stripes.;2-3-1;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Matt Surfaces; Glossy Surfaces";;
DDP-0230;Floor wax bottle;2;3;1;Bruynzeel;Zelfglanswas;Beige;Red;Unknown;1970;Late Modern;Netherlands;This distinctive, asymmetric blow-moulded plastic bottle features a prominent off-centre pink cap which doubles as a measuring cup. This clever ergonomic design allows for cleaner pouring and a unique shelf presence compared to standard symmetrical bottles.;2-3-1;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0231;Water bottle;2;3;1;Ty Nant;Natuurlijk Mineraalwater;Grey;Purple;Ross Lovegrove;2002;Digital Era;England;This famous design mimics the organic fluidity of running water or a block of ice melting away. Lovegrove utilized state-of-the-art digital technology to evoke a deep, tactile sensation that feels natural in the human hand while providing necessary structural integrity to the thin, lightweight plastic.;2-3-1;Unknown;Picture;Goed;;"Cylindrical Shapes; Transparent Materials";;
DDP-0232;Detergent bottle;2;3;1;Unknown;Manufacturer prototype;Pink;;Unknown;2010;Digital Era;Unknown;Molded from transparent Polyethylene Terephthalate (PET) plastic using injection stretch blow molding. It features an asymmetric, tapered body contour for secure one-handed handling, paired with an integrated pink screw-on inner cap and a clear external volumetric measuring cup.;2-3-1;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Transparent Materials";;
DDP-0233;Soft drink bottle;2;3;1;Unknown;Standard 1,5L Contour PET Bottle;Red;;Unknown;2003;Digital Era;Unknown;This is an empty, transparent Polyethylene Terephthalate (PET)  bottle produced via stretch blow moulding. It features a standardized 28mm PCO thread finish for a tamper-evident screw cap, a tapered waist grip, structural reinforcement ribs around the midsection to prevent deformation from carbonation pressure, and a pressure-resistant base.;2-3-1;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Transparent Materials";;
DDP-0234;Spray bottle refill;2;3;1;Unknown;Unknown;White;;Unknown;2005;Digital Era;Unknown;Molded from PET plastic, this container features an asymmetrical, ergonomic neck indentation designed to offer secure finger support. It is outfitted with a standard 28mm threaded neck finish to accommodate either a standard closure cap or a mechanical window-cleaner trigger spray mechanism.;2-3-1;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Transparent Materials";;
DDP-0235;Squeeze bottle;2;3;1;Unknown;Unknown;Yellow;White;Unknown;2000;Digital Era;Unknown;This bottle features an asymmetric silhouette with one side sharply slanted towards the neck to aid ergonomic pouring. It utilizes a flat, narrow profile for efficient shipping, shelf-space optimization, and ease of squeezing.;2-3-1;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Multiple Rounding; Transparent Materials";;
DDP-0236;Shampoo bottle;2;3;1;KMS;Hairplay Texture Shampoo;Orange;;Unknown;2007;Digital Era;Germany;This packaging features an avant-garde, architectural, and structural multi-faceted bottle. It combines sharp geometric body lines with a distinctive asymmetrical, angular flip-top cap, breaking away from traditional cylindrical shampoo and hair-styling bottles.;2-3-1;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Glossy Surfaces";;
DDP-0237;Skincare bottle;2;3;1;Sebamed;Huidverzorgingsolie Baby;White;Pink;Unknown;1990;Postmodern;Germany;A ergonomic triangular, white plastic squeeze bottle with a pink screw cap. The unique flat, wide-bottomed shape ensures stability on changing tables to prevent accidental spills.;2-3-1;Unknown;Picture;Goed;;"Cylindrical Shapes; Matt Surfaces";;
DDP-0238;Spray bottle;2;3;2;Febreze ;Textielverfrisser voor lichte stoffen;White;Blue;Ziba Design;1998;Postmodern;Netherlands;This asymmetrical bottle was engineered to lookmore playful to distinguish from harsh household chemical cleaners. The ergonomic neck features distinct ridges for finger placement, communicating a gentle, user-friendly household product.;2-3-2;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces; Matt Surfaces";;
DDP-0239;Detergent bottle;2;3;3;Albert Heijn;Wit Vloeibaar Wasmiddel;White;Green;Unknown;2018;Digital Era;Netherlands;An ergonomic, blow-moulded HDPE (High-Density Polyethylene) bottle featuring an integrated open handle for balanced pouring, a dual-purpose threaded neck acting as a drainage spout, and a measuring cap that prevents mess by draining excess detergent back into the bottle.;2-3-3;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces; Matt Surfaces";;
DDP-0240;Washing powder bottle;2;3;3;Persil ;Megaperls 1kg;White;Green;Unknown;1990;Postmodern;Netherlands;"This specialized plastic container was designed specifically for ""Megaperls""—highly concentrated, heavy spherical washing granules. The ergonomic side indent allows a firm grip, while the functional green lid incorporates an integrated dosing and pouring mechanism.";2-3-3;Unknown;Picture;Redelijk;;"Block Shapes; Multiple Rounding; Matt Surfaces";;
DDP-0241;Detergent bottle;2;3;3;Bon;Wasverzachter 2L;White;Blue;Unknown;1990;Postmodern;Netherlands;Blow-moulded High-Density Polyethylene (HDPE) container featuring an integrated ergonomic handle, an offset neck to assist controlled pouring, and a ribbed measuring cap that doubles as a bottle seal.;2-3-3;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Matt Surfaces; Transparent Materials";;
DDP-0242;Floor sealer tin;2;3;4;Alf Bjercke;Oxan Olie;Yellow;Red;Unknown;1960;Mid-Century Modern;Norway;This rectangular 5-litre tin features a soldered top handle, an offset screw-cap spout, and distinctive mid-century lithographed branding]. It showcases the company's mascot—a stylized gentleman with a goatee and bowtie, alongside striking red and yellow color-blocking.;2-3-4;Unknown;Picture;Redelijk;;"Block Shapes; Cylindrical Shapes; Singular Rounding; Glossy Surfaces";;
DDP-0243;Soap pump bottle;2;3;5;Unknown;Unknown;Green;Grey;Unknown;2010;Digital Era;Unknown;"A 500 ml vegan liquid soap bottle styled as a rigid, textured cube. It features a prominent ""dimple/noppen"" grid pattern across the surfaces with a debossed central oval plaque enclosing the text ""Handsoap"". The design aims to blend a rustic, tactile traditional aesthetic with modern minimalist block geometry.";2-3-5;Unknown;Picture;Redelijk;;"Block Shapes; Cylindrical Shapes; Multiple Rounding; Matt Surfaces";;
DDP-0244;Sweetener dispenser;2;3;5;Albert Heijn;Tafelzoetjesdispenser;Blue;White;Unknown;2000;Digital Era;Netherlands;This household object was styled to sit permanently on a dining or coffee table. The hourglass (or wasp-waist) profile offers a very natural, ergonomic grip when picked up. Pressing the large blue button at the front triggers an internal spring-loaded slider that drops one tablet at a time from the base. The speckled white texture was a major trend in 1990s housewares, designed to give everyday plastic a premium, stone-like appearance while effectively hiding scratches and stains.;2-3-5;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0245;Pair of skates;2;3;6;Kovopol;502 Special 'Tornado';Red;Black;Unknown;1970;Late Modern;Czechoslovakia;This iconic Eastern Bloc design features a distinctive paneled aesthetic with contrasting black and red heavy-duty leather upholstery. Kovopol integrated the traditional craftsmanship of pre-nationalised Czech skate workshops with mass production techniques. The steel blade features integrated tubular supports that distribute the skater's weight directly to the riveted sole.;2-3-6;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces; Chrome";;
DDP-0246;Pair of skates;2;3;6;Unknown;Friese doorlopers;Brown;Wood;Unknown;1920;Pre-1950;Netherlands;These skates feature a naturally carved wooden foot platform (footstock) shaped to mirror the human foot, long binding slits for leather straps, a metal heel pin to dig into the shoe for traction, and a distinct hand-forged steel runner that sweeps up into a high protective curl at the toe to glide over cracks in canal ice. The form evolved over centuries from local blacksmithing and utilitarian design rather than a single modern commercial designer.;2-3-6;Unknown;Picture;Redelijk;;"Singular Rounding; Multiple Rounding; Matt Surfaces";;
DDP-0247;Pair of skates;2;3;6;Unknown;Primitieve baanschaats;Wood;;Unknown;1920;Pre-1950;Netherlands;The platform is crafted from a single piece of beechwood to resist splitting from moisture.It features integrated slots for leather binding straps and an adjustable metal heel-screw to anchor the skate firmly into the heel of a regular leather winter boot.The runner consists of a thin carbon steel blade wedged securely into the wooden stock ;2-3-6;Unknown;Picture;Redelijk;;"Singular Rounding; Multiple Rounding; Matt Surfaces";;
DDP-0248;Pair of skates;2;3;6;Unknown;Friese doorlopers;Wood;Orange;Unknown;1920;Pre-1950;Netherlands;The design features a low wooden platform (footstapel) tailored to follow the natural shape of a shoe. It is fitted with a hand-forged steel blade that terminates in an elegant, functional curl at the front to prevent the skater from tripping over cracks in natural ice. It relies on leather straps and cotton laces for fastening;2-3-6;Unknown;Picture;Redelijk;;"Singular Rounding; Multiple Rounding; Matt Surfaces";;
DDP-0249;Oil can;2;3;7;Unknown;Unbranded Industrial Container;Silver;;Unknown;1950;Mid-Century Modern;Unknown;Engineered strictly for volumetric space efficiency, stackability, and safe transport of hazardous fluids.;2-3-7;Unknown;Picture;Slecht;;"Block Shapes; Cylindrical Shapes; Singular Rounding";;
DDP-0250;Oil can;2;3;7;Shell;Domestic Fuel Oil Dispenser;Yellow;Red;Unknown;1950;Mid-Century Modern;Netherlands;A utilitarian piece designed for home use to easily transfer oil into domestic kachels (stoves) without spilling. It features a fixed, curved pour spout with a threaded brass cap, a central top handle, and a large fill opening with a secondary lever cap mechanism.;2-3-7;Unknown;Picture;Slecht;;"Cylindrical Shapes; Multiple Rounding";;
DDP-0251;Roller skates;2;3;8;Impag;Disco Roller Skates;Yellow;Blue;Unknown;1978;Late Modern;West Germany;Features a high-top canvas and faux-suede upper boot with contrasting yellow faux-leather stripes and details. The boot is mounted onto a composite plastic chassis fitted with polyurethane wheels and a large front toe-stop brake.;2-3-8;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Matt Surfaces";;
DDP-0252;Roller skates;2;3;8;Mezo;Junior Adjustable Metal Skates;Silver;Red;Unknown;1970;Late Modern;Germany;This functional, mid-century design features an expandable, telescoping steel sheet metal chassis adjusted via an under-carriage screw or lever mechanism. It is engineered to clamp directly over a child's standard street shoes, secured tightly with heavy-duty leather heel/toe straps and metal roller wheels.;2-3-8;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding";;
DDP-0253;Roller skate;2;3;8;Unknown;Clamp-on Metal Skate;Silver;Green;Unknown;1940;Pre-1950;Unknown;The design features a sliding, two-piece pressed steel footplate that expands longitudinally to adjust to the wearer's shoe size. It utilizes vertical perimeter toe-clamps tightened via a specialized skate key. The back heel plate features dual vertical loops meant to hold a leather ankle strap, which is missing from this unit.;2-3-8;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding";;
DDP-0254;Toy car;2;4;1;Unknown;Wooden Tipper Truck;Blue;Red;Unknown;1960;Mid-Century Modern;Unknown;Constructed primarily from solid beechwood. It features finger/dovetail joints on the natural-finish tipping flatbed, a solid lacquered block cab with a bored hole for a window, and red-painted wooden wheels on wooden dowel pins.;2-4-1;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Glossy Surfaces";;
DDP-0255;Toy car;2;4;2;Jukka;Wooden Fire Truck;Wood;;Juho Jussila Oy;1960;Mid-Century Modern;Finland;This minimalistic toy is crafted from solid Finnish birch wood. True to the Jukka brand's signature philosophy, it relies on unpainted, finely sanded timber rather than synthetic finishes. The open-ended design intentionally features reduced shapes to leave space for a child's own imagination and development. It includes a pivoting ladder mechanism and four removable peg-style firefighters.;2-4-2;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0256;Toy car;2;4;2;Jukka;Wooden Locomotive;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;This signature design focuses on minimalism, functionality, and safety. It features unvarnished, raw solid pine/birch components, using press-fitted wooden pegs and metallic pins for the wheel axles instead of screws or plastic parts.;2-4-2;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0257;Toy car;2;4;1;Unknown;Wooden Cement Mixer Truck;Wood;Red;Unknown;1970;Late Modern;Unknown;This toy is a classic example of traditional European wooden toy manufacturing, prioritising robust geometric shapes, minimalist aesthetics, and natural materials to foster open-ended imaginative play.;2-4-1;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Multiple Rounding; Cylindrical Shapes; Glossy Surfaces";;
DDP-0258;Toy car;2;4;2;Jukka;Wooden Ford Model T;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;This toy embodies classic Scandinavian mid-century minimalist design principles. It features functional simplicity, solid construction, and unpainted birch wood to emphasise natural textures.;2-4-2;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0259;Toy rifle;2;4;3;Estrela;Super Jato;Brown;Blue;Unknown;1983;Late Modern;Brazil;The design is a heavily stylised, non-scale hybrid loosely inspired by military firearms like the Colt M16 (indicated by the distinct carry handle and front sight post) mixed with an AK-47 style handguard and a generic box magazine. It was molded entirely from high-impact polystyrene plastic, featuring an internal friction mechanical sound box and a flint wheel mechanism to produce safe, internal sparks visible through targeted translucent red plastic slots near the barrel.;2-4-3;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0260;Toy rifle;2;4;3;Superior;Three-shot Rocket Gun;Red;;Unknown;1955;Mid-Century Modern;U.S.A.;"This toy was styled during the height of the post-WWII ""Space Age"" design movement. It features aerodynamic, futuristic jet-plane wings combined with sci-fi spaceship aesthetics. It was originally sold alongside a cardboard target set and fired three rubber suction-cup darts.";2-4-3;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0261;Toy aeroplane;2;4;4;Koyo Kinzoku;Cessna Patrol N453C;Blue;White;Unknown;1965;Mid-Century Modern;Japan;This toy is a stylized, miniature interpretation of a light aircraft (resembling the Cessna 172 or 182). It features a lithographed tin-plate body joined by tabs, combined with a molded plastic propeller and rubber/plastic wheels. It utilizes an internal friction motor that spins the propeller automatically when the toy is pushed forward across a surface.;2-4-4;Unknown;Picture;Slecht;;"Cylindrical Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0262;Toy aeroplane;2;4;4;Koyo Kinzoku;Cessna Patrol Light Style ;Orange;White;Unknown;1965;Mid-Century Modern;Japan;Features a mixed-media construction utilizing a printed tin-plate body with a friction motor mechanism, accented by moulded plastic wings, wheels, tailfin, and propeller.;2-4-4;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0263;Toy aeroplane;2;4;4;Koyo Kinzoku;Cessna Patrol N453C;Green;Yellow;Unknown;1965;Mid-Century Modern;Japan;A hybrid toy featuring a lithograph-printed tinplate upper body mated to a injection-moulded plastic yellow chassis and white propellor.;2-4-4;Unknown;Picture;Slecht;;"Cylindrical Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0264;Toy aeroplane;2;4;4;MSB;Orient Airlines A-DZP / 624-6;Blue;White;Unknown;1960;Mid-Century Modern;East Germany;Originally designed by the toy development teams at the state-owned VEB enterprises in East Germany (the real aircraft was designed by Brunolf Baade). It features a pressed, stamped metal fuselage and wings with lithographed colour detailing. It operates using a built-in internal friction-drive motor connected to its wheels.;2-4-4;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0265;Toy aeroplane;2;4;4;MSB;Orient Airlines A-DZP / 624-6;Blue;White;Unknown;1960;Mid-Century Modern;East Germany;Originally designed by the toy development teams at the state-owned VEB enterprises in East Germany (the real aircraft was designed by Brunolf Baade). It features a pressed, stamped metal fuselage and wings with lithographed colour detailing. It operates using a built-in internal friction-drive motor connected to its wheels.;2-4-4;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0266;Toy aeroplane;2;4;4;A.M.B.;U.S. Air Force F-104 Starfighter;Green;Red;Unknown;1965;Mid-Century Modern;Italy;This model represents AMB’s transition era where lithographed tin sheets were shaped around imported internal clockwork systems. The toy cleverly isolates the fuselage graphics into a distinct two-tone US Air Force paint scheme, using a prominent side-mounted metal lever to wind up the internal spring motor.;2-4-4;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0267;Toy aeroplane;2;4;4;Red China;MF-107 Passenger Airliner ;Silver;Blue;Unknown;1965;Mid-Century Modern;China;A classic tinplate friction toy featuring bright lithographic graphics, foldable wings, and two plastic propellers that rotate when the internal flywheel friction motor is engaged.;2-4-4;Unknown;Picture;Slecht;;"Cylindrical Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0268;Toy gun;2;4;6;Unknown;Tele-Giant;Blue;Gold;Unknown;1975;Late Modern;China;This is a simple, lightweight toy gun featuring an integrated mock telescopic sight on top of the barrel. It is constructed from two halves of injection-moulded blue plastic, joined together along a central seam line. The design mimics a stylized, compact semi-automatic handgun with cross-hatched textured grip panels for tactile friction.;2-4-6;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0269;Toy gun;2;4;6;Unknown;Unknown;Red;;Unknown;1975;Late Modern;China;Unlike cheaper, modern toys that use permanent ultrasonic plastic welding, this model uses a two-piece injection-moulded shell held together by small metal screws. This multi-screw fastening method was very common in mid-to-late 20th-century toy manufacturing. It allowed factories to easily assemble the internal metal spring mechanism by hand before sealing the two halves of the casing.;2-4-6;Unknown;Picture;Slecht;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0270;Toy gun;2;4;6;Heep Tung Manufactory Limited;Stealth Swivel-Nozzle Water Pistol;Green;Turqoise;Chiu H. Luk;1983;Late Modern;China;The defining innovative feature of this model is the turquoise cylindrical knob positioned above the barrel. While the gun appears to point forward, the true water nozzle is hidden on the side of this cylinder. It can rotate 360 degrees. This allowed the user to point the water gun in one direction while shooting a target standing completely to their side or rear, catching them by surprise.;2-4-6;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding";;
DDP-0271;Scoop ball set;2;4;8;Raxx;Play Fit Scoop Set;Yellow;Black;Unknown;2010;Digital Era;China;This specific variation features a high-visibility yellow-orange basket shell seamlessly sonic-welded to a contrasting textured black cylindrical handle grip. The curved aerodynamic slot layout is optimized for high-velocity underhand throwing.;2-4-8;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Matt Surfaces";;
DDP-0272;Toy set;2;4;7;Simex;Mini Boys Fire Engine Set;Red;Multi;Unknown;1965;Mid-Century Modern;West Germany;The hallmark of this injection-moulded polyethylene plastic toy is its focus on fine motor-skill coordination and spatial logic. The specific geometry of the slotting peg people allows them to hook onto each other seamlessly, letting children build acrobat towers or chains outside of the vehicle bed.;2-4-7;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0273;Toy set;2;4;7;Simex;Mini Boys ;Multi;;Unknown;1965;Mid-Century Modern;West Germany;These are minimalist, modular stacking and connecting dolls made from rigid injection-moulded plastic. The geometric figures feature distinctive round ball heads, open block-like torsos, and flat clip-on limbs designed to interlock with each other, vehicles, or playsets like swings and see-saws.;2-4-7;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0274;Toy set;2;4;7;Simex;Mini Boys Horse Set;Multi;;Unknown;1965;Mid-Century Modern;West Germany;This modular toy consists of stylized, minimal human figures (11 cm tall) and wheeled horses (13 cm tall). The figures feature interlocking hands and slotted legs, allowing them to hook together, stack into structures, climb toy ladders, or ride securely on the wheeled animals.;2-4-7;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0275;Toy gun;2;4;5;Unknown;Razer Ray Gun;Gold;Red;Unknown;1975;Late Modern;China;This is a classic retro-futuristic space toy blaster. It relies on a fully mechanical friction-powered internal flywheel. Pulling the trigger rotates a flint against a wheel to create an audible clicking noise and internal sparks. The sparks are safely contained but highly visible through the front casing.;2-4-5;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Singular Rounding; Glossy Surfaces";;
DDP-0276;Toy gun;2;4;5;Gonher;GS-8 Model No. 80;Silver;Brown;Unknown;1980;Late Modern;Spain;A realistic, weighty 1:1 scale model styled after historic Wild West single-action revolvers (such as the Colt Single Action Army). It features intricate, pre-cast scroll engravings directly on the frame and barrel, a flip-out cylinder chamber mechanism to house plastic 8-shot ring caps, and an imitation-wood plastic grip.;2-4-5;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Chrome";;
DDP-0277;Toy gun;2;4;5;Shudo;Friction & Spark Action Space Gun;Blue;Red;Unknown;1960;Mid-Century Modern;Japan;A retro-futuristic ray gun made of lithographed tin plate featuring vibrant graphics, a mechanical trigger, and a translucent red window.;2-4-5;Unknown;Picture;Redelijk;;"Multiple Rounding; Glossy Surfaces; Transparent Materials";;
DDP-0278;Toy gun;2;4;5;Ranger Steel Products Corp.;Cosmic Ray Gun;Multi;;Unknown;1955;Mid-Century Modern;U.S.A.;"It is a retro-futuristic ""Atomic Age"" toy pistol featuring vibrant, multi-coloured lithographed tin printing with futuristic lightning and rocket motifs, coupled with an integrated friction spark mechanism.";2-4-5;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0279;Toy gun;2;4;5;Yonezawa Toys;Atomic Gun;Silver;Red;Unknown;1960;Mid-Century Modern;Japan;A mid-century, sci-fi-inspired toy weapon featuring retro-futuristic lithographed graphics, a built-in spark-producing flint mechanism, and an integrated gear-driven friction motor.;2-4-5;Unknown;Picture;Redelijk;;"Multiple Rounding; Glossy Surfaces";;
DDP-0280;Toy car;2;5;1;Jukka;Wooden Ford Model T;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;This toy is an abstraction of the historic Ford Model T. It is crafted entirely from solid, sustainably sourced Finnish birch wood. The design features zero plastic parts, utilising wooden pins for the axles. It is known for its sturdy, minimalist, and functional Nordic design approach, typical of mid-century Scandinavian educational toys.;2-5-1;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
